timestamp,symbol,action,confidence,position_size,fear_greed_index,sentiment_score,reasoning
2025-10-20 15:10:13.855286,BTC,BUY,0.535378,0.05,32.437000000000005,-0.3512599999999999,Market shows fear (FGI: 32.4) with very negative sentiment (score: -0.35). BUY signal generated with moderate confidence (0.54).
2025-10-20 15:10:13.855286,BTC,STRONG_BUY,0.620629,0.05,18.228500000000004,-0.6354299999999999,Market shows extreme fear (FGI: 18.2) with very negative sentiment (score: -0.64). STRONG_BUY signal generated with moderate confidence (0.62).
2025-10-20 15:10:13.896566,ETH,HOLD,0.4408,0.05,51.800000000000004,0.036,Market shows neutral (FGI: 51.8) with neutral sentiment (score: 0.04). HOLD signal generated with low confidence (0.44).
2025-10-20 15:10:14.436346,ETH,HOLD,0.4534,0.05,53.900000000000006,0.078,Market shows neutral (FGI: 53.9) with neutral sentiment (score: 0.08). HOLD signal generated with low confidence (0.45).
2025-10-20 15:10:14.971852,BTC,BUY,0.556219,0.05,28.963499999999996,-0.42073,Market shows fear (FGI: 29.0) with very negative sentiment (score: -0.42). BUY signal generated with moderate confidence (0.56).
2025-10-20 15:10:14.972976,BTC,HOLD,0.43000000000000005,0.05,50.0,0.0,Market shows neutral (FGI: 50.0) with neutral sentiment (score: 0.00). HOLD signal generated with low confidence (0.43).
2025-10-20 15:10:15.097412,BTC,SELL,0.5221690000000001,0.05,65.3615,0.30723,Market shows greed (FGI: 65.4) with very positive sentiment (score: 0.31). SELL signal generated with moderate confidence (0.52).
2025-10-20 15:10:15.548360,BTC,HOLD,0.43000000000000005,0.05,50.0,0.0,Market shows neutral (FGI: 50.0) with neutral sentiment (score: 0.00). HOLD signal generated with low confidence (0.43).
2025-10-20 15:10:16.142362,BTC,HOLD,0.43900000000000006,0.05,48.5,-0.03,Market shows neutral (FGI: 48.5) with neutral sentiment (score: -0.03). HOLD signal generated with low confidence (0.44).
2025-10-20 15:10:16.143392,BTC,HOLD,0.44170000000000004,0.05,48.05,-0.039,Market shows neutral (FGI: 48.0) with neutral sentiment (score: -0.04). HOLD signal generated with low confidence (0.44).
2025-10-20 15:10:16.298982,BTC,SELL,0.523399,0.05,65.56649999999999,0.31133,Market shows greed (FGI: 65.6) with very positive sentiment (score: 0.31). SELL signal generated with moderate confidence (0.52).
2025-10-20 15:10:16.739762,BTC,SELL,0.525283,0.05,65.8805,0.31760999999999995,Market shows greed (FGI: 65.9) with very positive sentiment (score: 0.32). SELL signal generated with moderate confidence (0.53).
2025-10-20 15:10:17.344375,BTC,HOLD,0.45699999999999996,0.05,54.50000000000001,0.09,Market shows neutral (FGI: 54.5) with neutral sentiment (score: 0.09). HOLD signal generated with low confidence (0.46).
2025-10-20 15:10:17.344375,BTC,SELL,0.514399,0.05,64.0665,0.28132999999999997,Market shows greed (FGI: 64.1) with positive sentiment (score: 0.28). SELL signal generated with moderate confidence (0.51).
2025-10-20 15:10:17.846103,BTC,HOLD,0.43000000000000005,0.05,50.0,0.0,Market shows neutral (FGI: 50.0) with neutral sentiment (score: 0.00). HOLD signal generated with low confidence (0.43).
2025-10-20 15:10:17.846103,BTC,HOLD,0.44800000000000006,0.05,53.0,0.06,Market shows neutral (FGI: 53.0) with neutral sentiment (score: 0.06). HOLD signal generated with low confidence (0.45).
2025-10-20 15:10:18.102443,BTC,BUY,0.535378,0.05,32.437000000000005,-0.3512599999999999,Market shows fear (FGI: 32.4) with very negative sentiment (score: -0.35). BUY signal generated with moderate confidence (0.54).
