entry_time,exit_time,symbol,action,entry_price,exit_price,position_size,quantity,pnl,pnl_percent,confidence,fear_greed_index,status
2025-10-20T17:39:33.296259,2025-10-20T17:39:33.300355,BTC-USD,SELL,66904.540995,66971.47900499999,0.02,0.01133105236207078,-0.7584780963226303,-0.09995002498748295,0.79809686070315,33.65052321614166,CLOSED
2025-10-20T17:39:33.305997,2025-10-20T17:39:33.306641,BTC-USD,BUY,66971.47900499999,66904.540995,0.02,0.004202873337436797,-0.2813319774900082,-0.09995002498748295,0.7672655984198787,61.21093306997979,CLOSED
2025-10-20T17:39:33.306641,2025-10-20T17:39:33.306641,BTC-USD,SELL,66904.540995,66971.47900499999,0.02,0.0016278953025827738,-0.10896807204321185,-0.09995002498748295,0.7620035009860839,39.666083168986,CLOSED
2025-10-20T17:39:33.306641,2025-10-20T17:39:33.306641,BTC-USD,BUY,66971.47900499999,66904.540995,0.02,0.0014373017899037034,-0.09621012158556826,-0.09995002498748295,0.7776411789722164,62.94019649536941,CLOSED
2025-10-20T17:39:33.306641,2025-10-20T17:39:33.306641,BTC-USD,SELL,66904.540995,66971.47900499999,0.02,0.0014092783853939023,-0.0943342906542576,-0.09995002498748295,0.7622573488420106,39.623775192998224,CLOSED
2025-10-20T17:39:33.306641,2025-10-20T17:39:33.321877,BTC-USD,BUY,66971.47900499999,66904.540995,0.02,0.0009914361022833377,-0.0663647597289867,-0.09995002498748295,0.766968586052661,61.161431008776844,CLOSED
2025-10-20T17:39:33.321877,2025-10-20T17:39:33.321877,BTC-USD,SELL,66904.540995,66971.47900499999,0.02,0.0009526248431985136,-0.0637668112802548,-0.09995002498748295,0.760450374917194,39.924937513800984,CLOSED
2025-10-20T17:39:33.321877,2025-10-20T17:39:33.321877,BTC-USD,BUY,66971.47900499999,66904.540995,0.02,0.0008239094835541744,-0.05515086124923055,-0.09995002498748295,0.776904510711299,67.81741845188314,CLOSED
2025-10-20T17:39:33.321877,2025-10-20T17:39:33.321877,BTC-USD,SELL,66904.540995,66971.47900499999,0.02,0.0008078293734075881,-0.05407449067543752,-0.09995002498748295,0.7606637232614367,39.88937945642721,CLOSED
2025-10-20T17:39:33.321877,2025-10-20T17:39:33.321877,BTC-USD,BUY,66971.47900499999,66904.540995,0.02,0.0007749844526351724,-0.0518759170403249,-0.09995002498748295,0.8018586866575846,66.97644777626411,CLOSED
2025-10-20T17:39:33.321877,2025-10-20T17:39:33.321877,BTC-USD,SELL,66904.540995,66971.47900499999,0.020466753402448423,0.0006044525891083945,-0.04046085345425361,-0.09995002498748295,0.8164059980746242,30.599000320895957,CLOSED
2025-10-20T17:39:33.321877,2025-10-20T17:39:33.321877,BTC-USD,BUY,66971.47900499999,66904.540995,0.02,0.0005764425518666572,-0.038585917301266294,-0.09995002498748295,0.7618003790618234,60.300063176970575,CLOSED
2025-10-20T17:39:33.321877,2025-10-20T17:39:33.321877,BTC-USD,SELL,66904.540995,66971.47900499999,0.023951782674128584,0.0006771696649220338,-0.04532838980223656,-0.09995002498748295,0.8252993498948649,29.116775017522517,CLOSED
2025-10-20T17:39:33.334520,2025-10-20T17:39:33.335719,BTC-USD,BUY,66971.47900499999,66904.540995,0.02,0.0003662532104817239,-0.024516261065751686,-0.09995002498748295,0.7745992576119866,62.433209601997774,CLOSED
2025-10-20T17:39:33.335719,2025-10-20T17:39:33.335719,BTC-USD,SELL,66904.540995,66971.47900499999,0.02,0.00025290567181030264,-0.01692900238869058,-0.09995002498748295,0.791702398709176,34.71626688180398,CLOSED
2025-10-20T17:39:33.335719,2025-10-20T17:39:33.335719,BTC-USD,BUY,66971.47900499999,66904.540995,0.02,0.00022329554867135792,-0.014946959669915154,-0.09995002498748295,0.7830826805774798,63.84711342957996,CLOSED
2025-10-20T17:39:33.335719,2025-10-20T17:39:33.341446,BTC-USD,SELL,66904.540995,66971.47900499999,0.02,0.0002058759770146836,-0.013780928208165259,-0.09995002498748295,0.7841916901325354,35.96805164457743,CLOSED
2025-10-20T17:39:33.341446,2025-10-20T17:39:33.341446,BTC-USD,BUY,66971.47900499999,66904.540995,0.02,0.00013613778835399167,-0.009112792638215128,-0.09995002498748295,0.7683664949280371,61.394415821339535,CLOSED
