timestamp,equity,peak,drawdown,drawdown_pct,returns
2025-10-20 15:53:05.316370,100000.0,100000.0,0.0,0.0,
2025-10-20 15:53:05.316370,100000.0,100000.0,0.0,0.0,0.0
2025-10-20 15:53:05.316370,99999.00050025013,100000.0,-0.9994997498724842,-0.0009994997498724842,-9.994997498763425e-06
2025-10-20 15:53:05.316370,97997.00052024011,100000.0,-2002.999479759892,-2.002999479759892,-0.020020199901948144
2025-10-20 15:53:05.316370,95995.06057022471,100000.0,-4004.939429775288,-4.004939429775288,-0.020428583929994026
2025-10-20 15:53:05.316370,94033.2006586085,100000.0,-5966.799341391496,-5.9667993413914955,-0.02043709228331614
2025-10-20 15:53:05.317369,92111.41878319083,100000.0,-7888.581216809165,-7.888581216809165,-0.020437269623468146
2025-10-20 15:53:05.317369,90228.91254164299,100000.0,-9771.087458357011,-9.77108745835701,-0.020437273319813154
2025-10-20 15:53:05.317369,88384.87958772834,100000.0,-11615.120412271659,-11.61512041227166,-0.02043727339685686
2025-10-20 15:53:05.317369,86578.53363930373,100000.0,-13421.466360696271,-13.421466360696272,-0.020437273398462685
2025-10-20 15:53:05.317369,84809.10447687637,100000.0,-15190.895523123632,-15.190895523123633,-0.020437273398496325
2025-10-20 15:53:05.317369,83075.83762200075,100000.0,-16924.16237799925,-16.924162377999252,-0.02043727339849699
2025-10-20 15:53:05.317369,81377.99401571079,100000.0,-18622.005984289208,-18.62200598428921,-0.02043727339849677
2025-10-20 15:53:05.317369,79714.84970339047,100000.0,-20285.15029660953,-20.285150296609526,-0.02043727339849688
2025-10-20 15:53:05.317369,78085.69552608219,100000.0,-21914.304473917815,-21.914304473917813,-0.02043727339849699
2025-10-20 15:53:05.317369,76489.83681810385,100000.0,-23510.163181896147,-23.510163181896147,-0.02043727339849699
2025-10-20 15:53:05.317369,74926.59311084585,100000.0,-25073.406889154154,-25.073406889154153,-0.02043727339849699
2025-10-20 15:53:05.317369,73395.29784262156,100000.0,-26604.702157378444,-26.604702157378448,-0.02043727339849688
2025-10-20 15:53:05.317369,71895.29807444777,100000.0,-28104.701925552232,-28.104701925552234,-0.020437273398497213
2025-10-20 15:53:05.317369,70425.95421163386,100000.0,-29574.045788366144,-29.574045788366142,-0.02043727339849688
2025-10-20 15:53:05.317369,68986.63973106066,100000.0,-31013.360268939345,-31.013360268939344,-0.020437273398497102
2025-10-20 15:53:05.317369,67576.74091403336,100000.0,-32423.259085966638,-32.423259085966635,-0.02043727339849688
2025-10-20 15:53:05.317369,66195.65658459387,100000.0,-33804.343415406125,-33.80434341540612,-0.02043727339849688
2025-10-20 15:53:05.317369,64842.79785318152,100000.0,-35157.20214681848,-35.157202146818484,-0.02043727339849688
2025-10-20 15:53:05.317369,63517.58786553258,100000.0,-36482.41213446742,-36.48241213446742,-0.02043727339849688
2025-10-20 15:53:05.317369,62219.46155671164,100000.0,-37780.53844328836,-37.78053844328836,-0.02043727339849688
2025-10-20 15:53:05.317369,60947.865410169856,100000.0,-39052.134589830144,-39.052134589830146,-0.02043727339849699
2025-10-20 15:53:05.317369,59702.25722172742,100000.0,-40297.74277827258,-40.29774277827258,-0.02043727339849688
2025-10-20 15:53:05.317369,58482.105868379585,100000.0,-41517.894131620415,-41.517894131620416,-0.02043727339849699
2025-10-20 15:53:05.317369,57286.89108182766,100000.0,-42713.10891817234,-42.71310891817234,-0.02043727339849699
2025-10-20 15:53:05.318370,56116.103226638435,100000.0,-43883.896773361565,-43.88389677336156,-0.02043727339849699
2025-10-20 15:53:05.318370,56116.103226638435,100000.0,-43883.896773361565,-43.88389677336156,0.0
2025-10-20 15:53:05.318370,54969.243082937355,100000.0,-45030.756917062645,-45.03075691706264,-0.02043727339849688
2025-10-20 15:53:05.318370,53845.821633542924,100000.0,-46154.178366457076,-46.154178366457074,-0.02043727339849699
2025-10-20 15:53:05.318370,52745.35985545151,100000.0,-47254.64014454849,-47.25464014454849,-0.02043727339849688
2025-10-20 15:53:05.318370,51667.388515583545,100000.0,-48332.611484416455,-48.332611484416454,-0.02043727339849688
2025-10-20 15:53:05.318370,50611.4479707042,100000.0,-49388.5520292958,-49.3885520292958,-0.020437273398497102
2025-10-20 15:53:05.318370,49577.08797143312,100000.0,-50422.91202856688,-50.42291202856688,-0.02043727339849688
2025-10-20 15:53:05.318370,48563.8674702596,100000.0,-51436.1325297404,-51.4361325297404,-0.02043727339849699
2025-10-20 15:53:05.318370,47571.35443348154,100000.0,-52428.64556651846,-52.42864556651846,-0.02043727339849688
2025-10-20 15:53:05.318370,46599.12565698767,100000.0,-53400.87434301233,-53.400874343012326,-0.02043727339849699
2025-10-20 15:53:05.318370,45646.7665858049,100000.0,-54353.2334141951,-54.3532334141951,-0.02043727339849699
2025-10-20 15:53:05.318370,44713.87113733344,100000.0,-55286.12886266656,-55.28612886266656,-0.02043727339849677
