entry_time,exit_time,symbol,action,entry_price,exit_price,position_size,quantity,pnl,pnl_percent,confidence,fear_greed_index,status
2025-10-20T15:22:59.558375,2025-10-20T15:22:59.559380,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,0.07465491391681414,-4.9972513743116105,-0.09995002498748295,0.5912456574192494,38.12572376345843,CLOSED
2025-10-20T15:22:59.559380,2025-10-20T15:22:59.560379,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,0.06742555043980587,-4.513332169594116,-0.09995002498748295,0.7523769994002607,63.72949990004344,CLOSED
2025-10-20T15:22:59.561378,2025-10-20T15:22:59.562378,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,0.04878503648630442,-3.2655732601698038,-0.09995002498748295,0.7666623253430168,38.889612442830526,CLOSED
2025-10-20T15:22:59.562378,2025-10-20T15:22:59.563381,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,0.03172442092688069,-2.123569605247225,-0.09995002498748295,0.7989799455506545,66.49665759177576,CLOSED
2025-10-20T15:22:59.563381,2025-10-20T15:22:59.564380,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,0.018470531947298547,-1.2363806521932845,-0.09995002498748295,0.6825580007520116,37.90699987466475,CLOSED
2025-10-20T15:22:59.568332,2025-10-20T15:22:59.569684,BTC-USD,STRONG_SELL,66904.540995,66971.47900499999,0.05,0.002594597328098137,-0.1736771818941635,-0.09995002498748295,0.8639710871195612,77.32851451992688,CLOSED
2025-10-20T15:22:59.574773,2025-10-20T15:22:59.576791,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,0.00048311686420880794,-0.032338881487569845,-0.09995002498748295,0.6561034294567952,32.316095090534134,CLOSED
2025-10-20T15:22:59.580042,2025-10-20T15:22:59.581048,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,0.00014382256326018596,-0.009627196177733584,-0.09995002498748295,0.8137446977636413,68.95744962727356,CLOSED
2025-10-20T15:22:59.583046,2025-10-20T15:22:59.583046,BTC-USD,BUY,66971.47900499999,66904.540995,0.05299040061773688,2.7929531428076234e-05,-0.0018695472540274198,-0.09995002498748295,0.8316793117854236,28.053448035762717,CLOSED
2025-10-20T15:22:59.583046,2025-10-20T15:22:59.584046,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,2.4776989805765685e-05,-0.001658522391387832,-0.09995002498748295,0.7631924661051415,60.532077684190256,CLOSED
2025-10-20T15:22:59.586146,2025-10-20T15:22:59.586762,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,1.3607691989852344e-05,-0.0009108718224934313,-0.09995002498748295,0.7883058651292333,35.28235581179445,CLOSED
2025-10-20T15:22:59.586762,2025-10-20T15:22:59.586762,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,1.2900204323163237e-05,-0.0008635140059857309,-0.09995002498748295,0.6744590904488883,60.7431817414814,CLOSED
2025-10-20T15:22:59.586762,2025-10-20T15:22:59.586762,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,1.2239819171560258e-05,-0.00081930913810389,-0.09995002498748295,0.7680287217949681,38.66187970083865,CLOSED
2025-10-20T15:22:59.586762,2025-10-20T15:22:59.587877,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,1.1605347051826532e-05,-0.0007768388370084431,-0.09995002498748295,0.7603070463425399,60.05117439042332,CLOSED
2025-10-20T15:22:59.587877,2025-10-20T15:22:59.587877,BTC-USD,BUY,66971.47900499999,66904.540995,0.06410074024742438,1.4861125326964361e-05,-0.000994774155747348,-0.09995002498748295,0.8181427289258346,25.30954517902757,CLOSED
2025-10-20T15:22:59.588512,2025-10-20T15:22:59.588512,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,1.1600795026236544e-05,-0.0007765341334739804,-0.09995002498748295,0.7811870522212099,68.53117537020164,CLOSED
2025-10-20T15:22:59.589024,2025-10-20T15:22:59.589024,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,6.654141566880711e-06,-0.00044541499474516676,-0.09995002498748295,0.7831266155029059,36.14556408284902,CLOSED
2025-10-20T15:22:59.589024,2025-10-20T15:22:59.589024,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,5.37648788665642e-06,-0.00035989139992179743,-0.09995002498748295,0.7747893672530175,67.46489454216957,CLOSED
2025-10-20T15:22:59.589024,2025-10-20T15:22:59.590033,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,4.8319256359437635e-06,-0.00032343948653798017,-0.09995002498748295,0.765501973823739,39.08300436271016,CLOSED
2025-10-20T15:22:59.593059,2025-10-20T15:22:59.594045,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,1.2976599854310227e-07,-8.686277708136021e-06,-0.09995002498748295,0.7915761522129547,70.26269203549246,CLOSED
2025-10-20T15:22:59.594045,2025-10-20T15:22:59.594045,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,9.911248788827993e-08,-6.634392705388923e-06,-0.09995002498748295,0.6904858148847859,36.585697519202355,CLOSED
2025-10-20T15:22:59.594045,2025-10-20T15:22:59.594045,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,7.184361376022794e-08,-4.809068536317089e-06,-0.09995002498748295,0.599366649810869,63.227774968478144,CLOSED
2025-10-20T15:22:59.594045,2025-10-20T15:22:59.594045,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,5.7933767219908517e-08,-3.877971089502952e-06,-0.09995002498748295,0.6315634395183692,36.406093413605134,CLOSED
2025-10-20T15:22:59.594045,2025-10-20T15:22:59.595053,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,5.4921717398588016e-08,-3.676350468442951e-06,-0.09995002498748295,0.7764516995466333,62.7419499244389,CLOSED
2025-10-20T15:22:59.595053,2025-10-20T15:22:59.596984,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,2.7169487682819344e-08,-1.8186714382069892e-06,-0.09995002498748295,0.7713371688251013,38.11047186248311,CLOSED
2025-10-20T15:22:59.604477,2025-10-20T15:22:59.604477,BTC-USD,SELL,66904.540995,66971.47900499999,0.05323956600221418,1.1541594703207297e-08,-7.725713816590463e-07,-0.09995002498748295,0.6694660877502638,74.91101462504398,CLOSED
2025-10-20T15:22:59.604477,2025-10-20T15:22:59.606020,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,1.0255109904054107e-08,-6.864566493085034e-07,-0.09995002498748295,0.6804236106985918,38.2627315502347,CLOSED
2025-10-20T15:22:59.606020,2025-10-20T15:22:59.606020,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,9.235959818733885e-09,-6.182367707058544e-07,-0.09995002498748295,0.6132825248160862,65.54708746934772,CLOSED
2025-10-20T15:22:59.606020,2025-10-20T15:22:59.606020,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,8.738350350245488e-09,-5.849277831280916e-07,-0.09995002498748295,0.7749004590805967,32.516590153233885,CLOSED
2025-10-20T15:22:59.606020,2025-10-20T15:22:59.606020,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,8.745781663699923e-09,-5.854252204624176e-07,-0.09995002498748295,0.7020507953632686,60.341799227211446,CLOSED
2025-10-20T15:22:59.606020,2025-10-20T15:22:59.606020,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,7.0521762696781114e-09,-4.720586456613596e-07,-0.09995002498748295,0.678658487900151,33.556918683308176,CLOSED
2025-10-20T15:22:59.606020,2025-10-20T15:22:59.607042,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,5.6981703559197425e-09,-3.8142418426616514e-07,-0.09995002498748295,0.7359741048471468,60.99568414119112,CLOSED
2025-10-20T15:22:59.609929,2025-10-20T15:22:59.609929,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,3.9357060913878007e-10,-2.634483337023125e-08,-0.09995002498748295,0.7740721311750011,37.65464480416647,CLOSED
2025-10-20T15:22:59.609929,2025-10-20T15:22:59.612211,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,3.7310818596559967e-10,-2.4975119483241007e-08,-0.09995002498748295,0.6369608732577206,64.49347887628676,CLOSED
2025-10-20T15:22:59.612211,2025-10-20T15:22:59.613190,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,3.7267932598173134e-10,-2.4946412449352235e-08,-0.09995002498748295,0.6712206075520208,39.796565407996525,CLOSED
2025-10-20T15:22:59.614319,2025-10-20T15:22:59.615319,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,2.4233886744277046e-10,-1.622168153226884e-08,-0.09995002498748295,0.772378095535447,62.06301592257451,CLOSED
2025-10-20T15:22:59.615319,2025-10-20T15:22:59.616491,BTC-USD,BUY,66971.47900499999,66904.540995,0.05,2.2926872689947832e-10,-1.5346792333880762e-08,-0.09995002498748295,0.7681304076282526,38.64493206195789,CLOSED
2025-10-20T15:22:59.617032,2025-10-20T15:22:59.619063,BTC-USD,SELL,66904.540995,66971.47900499999,0.05,1.5787171901879774e-10,-1.0567618706394865e-08,-0.09995002498748295,0.5998385452119399,63.30642420198998,CLOSED
